academic_id;notification_day;mask_type;affected_people_count;case_1;case_2;case_3;case_4;case_5;case_6
ACADÊMICO_400;6;n95_mask;48;0.004807;0.000222;0.000129;0.000064;0.000569;0.000441
ACADÊMICO_400;7;no_mask;46;0.736848;0.070690;0.041846;0.021164;0.169467;0.134486
ACADÊMICO_400;7;surgery_mask;46;0.319066;0.018262;0.010664;0.005342;0.046009;0.035855
ACADÊMICO_400;7;n95_mask;46;0.003997;0.000185;0.000107;0.000054;0.000473;0.000366
ACADÊMICO_400;1;no_mask;38;0.618534;0.044631;0.026202;0.013175;0.110236;0.086537
ACADÊMICO_400;1;surgery_mask;38;0.218352;0.011360;0.006619;0.003311;0.028844;0.022414
ACADÊMICO_400;1;n95_mask;38;0.002477;0.000114;0.000066;0.000033;0.000293;0.000227
ACADÊMICO_401;3;no_mask;73;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_401;3;surgery_mask;73;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_401;3;n95_mask;73;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_401;4;no_mask;73;0.556142;0.038356;0.022496;0.011304;0.095087;0.074543
ACADÊMICO_401;4;surgery_mask;73;0.189597;0.009745;0.005677;0.002839;0.024767;0.019239
ACADÊMICO_401;4;n95_mask;73;0.002124;0.000098;0.000057;0.000028;0.000251;0.000194
ACADÊMICO_401;5;no_mask;73;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_401;5;surgery_mask;73;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_401;5;n95_mask;73;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_401;6;no_mask;34;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_401;6;surgery_mask;34;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_401;6;n95_mask;34;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_401;7;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_401;7;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_401;7;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_401;1;no_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_401;1;surgery_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_401;1;n95_mask;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000
ACADÊMICO_402;3;no_mask;67;0.429191;0.025589;0.014955;0.007496;0.064261;0.050138
ACADÊMICO_402;3;surgery_mask;67;0.131090;0.006460;0.003760;0.001879;0.016473;0.012781
ACADÊMICO_402;3;n95_mask;67;0.001406;0.000065;0.000038;0.000019;0.000166;0.000129
ACADÊMICO_402;4;no_mask;74;0.518039;0.034524;0.020233;0.010161;0.085834;0.067218
ACADÊMICO_402;4;surgery_mask;74;0.172037;0.008759;0.005102;0.002551;0.022278;0.017301
ACADÊMICO_402;4;n95_mask;74;0.001908;0.000088;0.000051;0.000026;0.000226;0.000175
ACADÊMICO_402;5;no_mask;44;0.696594;0.057850;0.034093;0.017189;0.140917;0.111183
ACADÊMICO_402;5;surgery_mask;44;0.272525;0.014826;0.008648;0.004328;0.037509;0.029186
ACADÊMICO_402;5;n95_mask;44;0.003238;0.000149;0.000087;0.000043;0.000383;0.000297
ACADÊMICO_402;6;no_mask;87;0.569860;0.042564;0.025025;0.012596;0.104595;0.082259
ACADÊMICO_402;6;surgery_mask;87;0.205506;0.010862;0.006332;0.003168;0.027542;0.021413
ACADÊMICO_402;6;n95_mask;87;0.002370;0.000109;0.000064;0.000032;0.000280;0.000217
ACADÊMICO_402;7;no_mask;85;0.638516;0.047168;0.027709;0.013939;0.116229;0.091319
ACADÊMICO_402;7;surgery_mask;85;0.229306;0.012019;0.007005;0.003504;0.030500;0.023706
ACADÊMICO_402;7;n95_mask;85;0.002621;0.000121;0.000070;0.000035;0.000310;0.000240
ACADÊMICO_402;1;no_mask;79;0.431731;0.025844;0.015106;0.007572;0.064877;0.050627
ACADÊMICO_402;1;surgery_mask;79;0.132260;0.006526;0.003799;0.001899;0.016639;0.012910
ACADÊMICO_402;1;n95_mask;79;0.001420;0.000065;0.000038;0.000019;0.000168;0.000130
ACADÊMICO_403;3;no_mask;37;0.610536;0.043827;0.025727;0.012935;0.108294;0.084999
ACADÊMICO_403;3;surgery_mask;37;0.214666;0.011153;0.006499;0.003251;0.028321;0.022007
ACADÊMICO_403;3;n95_mask;37;0.002431;0.000112;0.000065;0.000033;0.000288;0.000223
ACADÊMICO_403;4;no_mask;78;0.573843;0.044187;0.026004;0.013098;0.108210;0.085208
ACADÊMICO_403;4;surgery_mask;78;0.211396;0.011296;0.006586;0.003296;0.028615;0.022255
ACADÊMICO_403;4;n95_mask;78;0.002466;0.000114;0.000066;0.000033;0.000292;0.000226
ACADÊMICO_403;5;no_mask;87;0.668847;0.059241;0.035012;0.017688;0.142890;0.113137
ACADÊMICO_403;5;surgery_mask;87;0.272147;0.015260;0.008908;0.004461;0.038504;0.029990
ACADÊMICO_403;5;n95_mask;87;0.003338;0.000154;0.000090;0.000045;0.000395;0.000306
ACADÊMICO_403;6;no_mask;139;0.564425;0.046540;0.027479;0.013873;0.112699;0.089096
ACADÊMICO_403;6;surgery_mask;139;0.216460;0.011968;0.006984;0.003497;0.030224;0.023533
ACADÊMICO_403;6;n95_mask;139;0.002617;0.000121;0.000070;0.000035;0.000310;0.000240
ACADÊMICO_403;7;no_mask;119;0.537556;0.040623;0.023909;0.012043;0.099488;0.078335
ACADÊMICO_403;7;surgery_mask;119;0.194549;0.010386;0.006056;0.003031;0.026309;0.020462
ACADÊMICO_403;7;n95_mask;119;0.002267;0.000105;0.000061;0.000030;0.000268;0.000208
ACADÊMICO_403;1;no_mask;38;0.618534;0.044631;0.026202;0.013175;0.110236;0.086537
ACADÊMICO_403;1;surgery_mask;38;0.218352;0.011360;0.006619;0.003311;0.028844;0.022414
ACADÊMICO_403;1;n95_mask;38;0.002477;0.000114;0.000066;0.000033;0.000293;0.000227
ACADÊMICO_404;3;no_mask;37;0.610536;0.043827;0.025727;0.012935;0.108294;0.084999
ACADÊMICO_404;3;surgery_mask;37;0.214666;0.011153;0.006499;0.003251;0.028321;0.022007
ACADÊMICO_404;3;n95_mask;37;0.002431;0.000112;0.000065;0.000033;0.000288;0.000223
ACADÊMICO_404;4;no_mask;46;0.735094;0.070182;0.041539;0.021006;0.168335;0.133563
ACADÊMICO_404;4;surgery_mask;46;0.317209;0.018126;0.010584;0.005302;0.045673;0.035592
ACADÊMICO_404;4;n95_mask;46;0.003967;0.000183;0.000107;0.000053;0.000470;0.000364
ACADÊMICO_404;5;no_mask;47;0.789981;0.086961;0.051710;0.026236;0.205142;0.163749
ACADÊMICO_404;5;surgery_mask;47;0.376072;0.022649;0.013241;0.006638;0.056818;0.044348
ACADÊMICO_404;5;n95_mask;47;0.004968;0.000230;0.000133;0.000067;0.000588;0.000456
ACADÊMICO_404;6;no_mask;48;0.770523;0.084164;0.050041;0.025387;0.198631;0.158525
ACADÊMICO_404;6;surgery_mask;48;0.364460;0.021916;0.012812;0.006423;0.054985;0.042916
ACADÊMICO_404;6;n95_mask;48;0.004807;0.000222;0.000129;0.000064;0.000569;0.000441
ACADÊMICO_404;7;no_mask;46;0.736848;0.070690;0.041846;0.021164;0.169467;0.134486
ACADÊMICO_404;7;surgery_mask;46;0.319066;0.018262;0.010664;0.005342;0.046009;0.035855
ACADÊMICO_404;7;n95_mask;46;0.003997;0.000185;0.000107;0.000054;0.000473;0.000366
ACADÊMICO_404;1;no_mask;38;0.618534;0.044631;0.026202;0.013175;0.110236;0.086537
ACADÊMICO_404;1;surgery_mask;38;0.218352;0.011360;0.006619;0.003311;0.028844;0.022414
ACADÊMICO_404;1;n95_mask;38;0.002477;0.000114;0.000066;0.000033;0.000293;0.000227
ACADÊMICO_405;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_405;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_405;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_405;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_405;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_405;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_405;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_405;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_405;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_405;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_405;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_405;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_405;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_405;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_405;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_405;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_405;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_405;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_406;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_406;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_406;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_406;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_406;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_406;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_406;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_406;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_406;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_406;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_406;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_406;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_406;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_406;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_406;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_406;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_406;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_406;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_407;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_407;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_407;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_407;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_407;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_407;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_407;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_407;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_407;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_407;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_407;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_407;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_407;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_407;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_407;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_407;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_407;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_407;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_408;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_408;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_408;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_408;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_408;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_408;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_408;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_408;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_408;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_408;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_408;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_408;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_408;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_408;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_408;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_408;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_408;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_408;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_409;3;no_mask;82;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_409;3;surgery_mask;82;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_409;3;n95_mask;82;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_409;4;no_mask;138;0.544491;0.037327;0.021891;0.010999;0.092569;0.072559
ACADÊMICO_409;4;surgery_mask;138;0.184711;0.009482;0.005524;0.002763;0.024101;0.018721
ACADÊMICO_409;4;n95_mask;138;0.002066;0.000095;0.000055;0.000028;0.000244;0.000189
ACADÊMICO_409;5;no_mask;161;0.493949;0.032380;0.018971;0.009525;0.080587;0.063084
ACADÊMICO_409;5;surgery_mask;161;0.161856;0.008211;0.004782;0.002391;0.020889;0.016221
ACADÊMICO_409;5;n95_mask;161;0.001789;0.000083;0.000048;0.000024;0.000211;0.000164
ACADÊMICO_409;6;no_mask;118;0.494215;0.032295;0.018919;0.009498;0.080414;0.062938
ACADÊMICO_409;6;surgery_mask;118;0.161623;0.008188;0.004769;0.002384;0.020832;0.016176
ACADÊMICO_409;6;n95_mask;118;0.001783;0.000082;0.000048;0.000024;0.000211;0.000163
ACADÊMICO_409;7;no_mask;106;0.432461;0.025917;0.015149;0.007594;0.065055;0.050767
ACADÊMICO_409;7;surgery_mask;106;0.132597;0.006545;0.003810;0.001904;0.016687;0.012947
ACADÊMICO_409;7;n95_mask;106;0.001424;0.000066;0.000038;0.000019;0.000168;0.000130
ACADÊMICO_409;1;no_mask;41;0.425542;0.025222;0.014738;0.007387;0.063375;0.049437
ACADÊMICO_409;1;surgery_mask;41;0.129408;0.006366;0.003705;0.001852;0.016235;0.012595
ACADÊMICO_409;1;n95_mask;41;0.001385;0.000064;0.000037;0.000019;0.000164;0.000127
ACADÊMICO_410;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_410;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_410;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_410;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_410;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_410;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_410;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_410;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_410;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_410;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_410;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_410;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_410;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_410;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_410;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_410;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_410;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_410;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_411;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_411;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_411;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_411;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_411;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_411;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_411;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_411;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_411;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_411;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_411;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_411;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_411;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_411;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_411;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_411;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_411;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_411;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_412;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_412;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_412;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_412;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_412;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_412;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_412;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_412;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_412;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_412;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_412;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_412;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_412;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_412;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_412;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_412;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_412;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_412;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_413;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_413;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_413;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_413;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_413;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_413;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_413;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_413;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_413;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_413;6;no_mask;52;0.815223;0.085160;0.050513;0.025583;0.202635;0.161251
ACADÊMICO_413;6;surgery_mask;52;0.376455;0.022080;0.012900;0.006464;0.055523;0.043300
ACADÊMICO_413;6;n95_mask;52;0.004837;0.000223;0.000130;0.000065;0.000573;0.000444
ACADÊMICO_413;7;no_mask;55;0.798412;0.082337;0.048826;0.024724;0.196118;0.156006
ACADÊMICO_413;7;surgery_mask;55;0.365028;0.021338;0.012465;0.006246;0.053670;0.041851
ACADÊMICO_413;7;n95_mask;55;0.004674;0.000216;0.000126;0.000063;0.000553;0.000429
ACADÊMICO_413;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_413;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_413;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_414;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_414;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_414;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_414;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_414;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_414;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_414;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_414;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_414;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_414;6;no_mask;108;0.620579;0.056839;0.033641;0.017013;0.136395;0.108193
ACADÊMICO_414;6;surgery_mask;108;0.257660;0.014680;0.008572;0.004294;0.036989;0.028824
ACADÊMICO_414;6;n95_mask;108;0.003213;0.000148;0.000086;0.000043;0.000380;0.000295
ACADÊMICO_414;7;no_mask;111;0.617510;0.056206;0.033261;0.016818;0.134956;0.107028
ACADÊMICO_414;7;surgery_mask;111;0.255208;0.014512;0.008474;0.004245;0.036572;0.028498
ACADÊMICO_414;7;n95_mask;111;0.003176;0.000147;0.000085;0.000043;0.000376;0.000291
ACADÊMICO_414;1;no_mask;52;0.632390;0.046025;0.027026;0.013591;0.113601;0.089200
ACADÊMICO_414;1;surgery_mask;52;0.224737;0.011718;0.006829;0.003416;0.029749;0.023118
ACADÊMICO_414;1;n95_mask;52;0.002555;0.000118;0.000069;0.000034;0.000302;0.000234
ACADÊMICO_415;3;no_mask;50;0.640663;0.046857;0.027517;0.013839;0.115610;0.090791
ACADÊMICO_415;3;surgery_mask;50;0.228551;0.011932;0.006954;0.003478;0.030289;0.023539
ACADÊMICO_415;3;n95_mask;50;0.002602;0.000120;0.000070;0.000035;0.000308;0.000238
ACADÊMICO_415;4;no_mask;57;0.834806;0.098827;0.058879;0.029913;0.231498;0.185265
ACADÊMICO_415;4;surgery_mask;57;0.419187;0.025828;0.015107;0.007576;0.064677;0.050516
ACADÊMICO_415;4;n95_mask;57;0.005671;0.000262;0.000152;0.000076;0.000672;0.000520
ACADÊMICO_415;5;no_mask;58;0.812281;0.096265;0.057359;0.029143;0.225404;0.180414
ACADÊMICO_415;5;surgery_mask;58;0.407894;0.025164;0.014719;0.007382;0.063007;0.049214
ACADÊMICO_415;5;n95_mask;58;0.005525;0.000255;0.000148;0.000074;0.000654;0.000507
ACADÊMICO_415;6;no_mask;108;0.620579;0.056839;0.033641;0.017013;0.136395;0.108193
ACADÊMICO_415;6;surgery_mask;108;0.257660;0.014680;0.008572;0.004294;0.036989;0.028824
ACADÊMICO_415;6;n95_mask;108;0.003213;0.000148;0.000086;0.000043;0.000380;0.000295
ACADÊMICO_415;7;no_mask;111;0.617510;0.056206;0.033261;0.016818;0.134956;0.107028
ACADÊMICO_415;7;surgery_mask;111;0.255208;0.014512;0.008474;0.004245;0.036572;0.028498
